category,category_url,subcats,files
SVG presidential flags of Angola,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Angola,0,2
SVG presidential flags of Austria,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Austria,0,2
SVG presidential flags of Azerbaijan,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Azerbaijan,0,3
SVG presidential flags of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Belarus,0,4
SVG presidential flags of Brazil,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Brazil,0,7
SVG flags - presidential of Bulgaria,https://commons.wikimedia.org/wiki/Category:SVG_flags_-_presidential_of_Bulgaria,0,0
SVG presidential flags of Chile,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Chile,0,1
SVG presidential flags of the Republic of China,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_the_Republic_of_China,1,3
SVG presidential flags of Colombia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Colombia,0,1
SVG presidential flags of Croatia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Croatia,0,2
SVG presidential flags of Cuba,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Cuba,0,1
SVG presidential flags of the Czech Republic,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_the_Czech_Republic,0,2
SVG presidential flags of Czechoslovakia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Czechoslovakia,0,2
SVG presidential flags of the Dominican Republic,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_the_Dominican_Republic,0,2
SVG presidential flags of Egypt,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Egypt,0,5
SVG presidential flags of Finland,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Finland,0,3
SVG presidential flags of France,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_France,0,29
SVG presidential flags of Gabon,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Gabon,0,3
SVG presidential flags of Guyana,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Guyana,0,4
SVG presidential flags of Georgia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Georgia,0,1
SVG presidential flags of Germany,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Germany,0,10
SVG presidential flags of Italy,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Italy,0,7
SVG presidential flags of Kazakhstan,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Kazakhstan,0,2
SVG presidential flags of Kenya,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Kenya,0,5
SVG presidential flags of Montenegro,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Montenegro,0,3
SVG presidential flags of Mozambique,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Mozambique,0,3
SVG presidential flags of Nigeria,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Nigeria,0,3
SVG presidential flags of Paraguay,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Paraguay,0,3
SVG presidential flags of Pakistan,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Pakistan,0,3
SVG presidential flags of the Philippines,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_the_Philippines,0,7
SVG presidential flags of Poland,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Poland,0,5
SVG presidential flags of Romania,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Romania,0,4
SVG presidential flags of Russia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Russia,0,3
SVG presidential flags of Serbia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Serbia,0,5
SVG presidential flags of Seychelles,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Seychelles,0,3
SVG presidential flags of Slovakia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Slovakia,0,2
SVG presidential flags of South Africa,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_South_Africa,0,2
SVG presidential flags of Syria,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Syria,0,6
SVG presidential flags of Turkey,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Turkey,0,2
SVG presidential flags of Turkmenistan,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Turkmenistan,0,1
SVG presidential flags of Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Ukraine,0,2
SVG presidential flags of the United States,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_the_United_States,0,9
SVG presidential flags of Uruguay,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Uruguay,0,2
SVG presidential flags of Venezuela,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Venezuela,0,5
SVG presidential flags of Yemen,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Yemen,0,2
SVG presidential flags of Yugoslavia,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags_of_Yugoslavia,0,4
SVG royal standards of Afghanistan,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Afghanistan,0,1
SVG royal standards of Albania,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Albania,0,4
SVG royal standards of Austria,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Austria,0,11
SVG royal standards of Bahrain,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Bahrain,0,3
SVG royal standards of Belgium,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Belgium,0,10
SVG royal standards of Brunei,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Brunei,0,1
SVG royal standards of Bulgaria,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Bulgaria,0,3
SVG royal standards of Cambodia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Cambodia,0,2
SVG royal standards of Egypt,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Egypt,0,7
SVG royal standards of France,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_France,0,31
SVG royal standards of Iran,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Iran,0,11
SVG royal standards of Iraq,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Iraq,0,2
SVG royal standards of Japan,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Japan,0,12
SVG royal standards of Malaysia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Malaysia,0,13
SVG royal standards of Montenegro,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Montenegro,0,5
SVG royal standards of Morocco,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Morocco,0,2
SVG royal standards of Nepal,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Nepal,0,3
SVG royal standards of the Netherlands,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_the_Netherlands,0,16
SVG royal standards of Norway,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Norway,0,7
SVG royal standards of Portugal,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Portugal,0,9
SVG royal standards of Romania,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Romania,0,9
SVG royal standards of Russia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Russia,0,12
SVG royal standards of Saudi Arabia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Saudi_Arabia,0,10
SVG royal standards of Serbia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Serbia,0,0
SVG royal standards of Spain,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Spain,0,33
SVG royal standards of Sweden,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Sweden,0,10
SVG royal standards of Thailand,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Thailand,0,27
SVG royal standards of Tonga,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Tonga,0,2
SVG royal standards of the United Kingdom,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_the_United_Kingdom,3,11
SVG royal standards of Vietnam,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Vietnam,0,6
SVG royal standards of Yugoslavia,https://commons.wikimedia.org/wiki/Category:SVG_royal_standards_of_Yugoslavia,0,7
SVG yacht ensigns of Denmark,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_Denmark,0,3
SVG yacht ensigns of Finland,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_Finland,0,1
SVG yacht ensigns of Latvia,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_Latvia,0,0
SVG yacht ensigns of the Netherlands,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_the_Netherlands,0,4
SVG yacht ensigns of Russia,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_Russia,0,1
SVG yacht ensigns of the United Kingdom,https://commons.wikimedia.org/wiki/Category:SVG_yacht_ensigns_of_the_United_Kingdom,0,16
SVG flags of Albania - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Albania_-_square_flags,0,7
SVG flags of cities of Algeria,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Algeria,0,1
SVG naval ensigns of Algeria,https://commons.wikimedia.org/wiki/Category:SVG_naval_ensigns_of_Algeria,0,0
SVG variations on flags of Algeria,https://commons.wikimedia.org/wiki/Category:SVG_variations_on_flags_of_Algeria,1,1
SVG proposed flags of Angola,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Angola,0,1
SVG flags of provinces of Angola,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Angola,0,1
SVG burgees of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_burgees_of_Argentina,0,23
SVG flags of cities of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Argentina,0,10
SVG flags of organizations of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_organizations_of_Argentina,0,10
SVG flags of Argentina - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Argentina_-_square_flags,0,1
SVG flags of provinces of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Argentina,0,51
Nuvola Australian flags,https://commons.wikimedia.org/wiki/Category:Nuvola_Australian_flags,1,1
SVG proposed flags of Australia,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Australia,0,45
Hybrids with the flag of Austria,https://commons.wikimedia.org/wiki/Category:Hybrids_with_the_flag_of_Austria,0,31
SVG flags of Austria - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Austria_-_square_flags,1,16
SVG flags of states of Austria,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_states_of_Austria,0,9
SVG flag maps of Azerbaijan,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Azerbaijan,0,15
SVG flags of Azerbaijan - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Azerbaijan_-_square_flags,0,1
SVG ensigns of Bangladesh,https://commons.wikimedia.org/wiki/Category:SVG_ensigns_of_Bangladesh,0,4
SVG ensigns of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_ensigns_of_Belarus,0,1
SVG flag maps of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Belarus,0,13
SVG proposed flags of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Belarus,0,4
SVG flags of Belarus - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Belarus_-_square_flags,0,2
SVG Heart-flags of Eurovision (Belarus),https://commons.wikimedia.org/wiki/Category:SVG_Heart-flags_of_Eurovision_(Belarus),0,7
Nuvola subnational flags of Belgium,https://commons.wikimedia.org/wiki/Category:Nuvola_subnational_flags_of_Belgium,0,2
SVG flags of Belgium - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Belgium_-_aspect_ratio_of_3:2,0,5
SVG flag maps of Belgium,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Belgium,0,13
SVG flags of Belgium - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Belgium_-_square_flags,0,21
SVG flags of departments of Bolivia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_departments_of_Bolivia,0,18
SVG flags of Santa Cruz,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Santa_Cruz,0,2
SVG proposed flags of Bosnia and Herzegovina,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Bosnia_and_Herzegovina,0,10
SVG flags of Republika Srpska,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Republika_Srpska,0,6
SVG proposed flags of Brazil,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Brazil,0,7
SVG flags of states of Brazil,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_states_of_Brazil,1,36
SVG flags of Brazil - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Brazil_-_square_flags,0,2
SVG flags of Bulgaria - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Bulgaria_-_aspect_ratio_of_3:2,0,5
SVG flags of Bulgaria - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Bulgaria_-_square_flags,0,5
SVG flags of Cambodia - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Cambodia_-_square_flags,0,1
Nuvola Canadian flags,https://commons.wikimedia.org/wiki/Category:Nuvola_Canadian_flags,1,1
SVG flags of Canada - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Canada_-_aspect_ratio_of_3:2,0,5
SVG flags of cities of Canada,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Canada,1,33
SVG ensigns of Canada,https://commons.wikimedia.org/wiki/Category:SVG_ensigns_of_Canada,0,28
SVG flag maps of Canada,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Canada,0,19
SVG proposed flags of Canada,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Canada,0,14
SVG flags of provinces of Canada,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Canada,3,13
SVG royal and vice-regal standards of Canada,https://commons.wikimedia.org/wiki/Category:SVG_royal_and_vice-regal_standards_of_Canada,0,62
SVG flags of Canada - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Canada_-_square_flags,0,4
SVG flags of regions of Chile,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_regions_of_Chile,0,21
SVG flags of Chile - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Chile_-_square_flags,0,1
SVG flags of cities of Chile,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Chile,0,54
SVG flags of universities of Chile,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_universities_of_Chile,0,4
SVG flags of Hong Kong,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Hong_Kong,1,27
SVG flags of Inner Mongolia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Inner_Mongolia,0,3
SVG flags of Macau,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Macau,0,11
SVG flags of the miltary of China,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_miltary_of_China,0,21
SVG flags of the People's Republic of China,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_People%27s_Republic_of_China,3,25
SVG proposed flags of China,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_China,0,20
SVG black and white flags of China,https://commons.wikimedia.org/wiki/Category:SVG_black_and_white_flags_of_China,0,5
SVG flags of China - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_China_-_aspect_ratio_of_3:2,0,12
SVG flags of Xinjiang,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Xinjiang,1,0
SVG flags of departments of Colombia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_departments_of_Colombia,1,46
SVG flag maps of the Confederate States,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_the_Confederate_States,0,2
SVG proposed flags of the Confederate States of America,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_the_Confederate_States_of_America,0,6
SVG flags of states of the Confederate States,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_states_of_the_Confederate_States,0,20
SVG flags of cantons of Costa Rica,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cantons_of_Costa_Rica,0,42
SVG flags of provinces of Costa Rica,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Costa_Rica,0,7
SVG flags of cities of Croatia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Croatia,0,25
SVG flag maps of Croatia,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Croatia,0,8
SVG flags of counties of Croatia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Croatia,0,7
SVG flags of Croatia - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Croatia_-_square_flags,0,20
SVG flags of Cuba - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Cuba_-_square_flags,0,1
SVG flags of Mexico - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Mexico_-_square_flags,0,11
SVG flag maps of Cyprus,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Cyprus,0,8
SVG flags of the Czech Republic - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Czech_Republic_-_aspect_ratio_of_3:2,0,25
SVG flag maps of the Czech Republic,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_the_Czech_Republic,0,22
SVG flags of regions of the Czech Republic,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_regions_of_the_Czech_Republic,0,15
SVG flags of the Czech Republic - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Czech_Republic_-_square_flags,0,4
SVG flags of Denmark,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Denmark,7,55
SVG flags of the Faroe Islands,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Faroe_Islands,0,12
SVG flags of cantons of Ecuador,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cantons_of_Ecuador,0,56
SVG flags of provinces of Ecuador,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Ecuador,0,31
SVG flags of Egypt - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Egypt_-_square_flags,0,1
SVG variations on flags of Egypt,https://commons.wikimedia.org/wiki/Category:SVG_variations_on_flags_of_Egypt,1,0
SVG flags of departments of El Salvador,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_departments_of_El_Salvador,0,6
SVG flags of counties of Estonia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Estonia,0,16
SVG proposed flags of Fiji,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Fiji,0,25
SVG flags of regions of Finland,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_regions_of_Finland,0,23
SVG flags of Finland - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Finland_-_square_flags,0,4
Nuvola subnational flags of France,https://commons.wikimedia.org/wiki/Category:Nuvola_subnational_flags_of_France,2,0
SVG flags of subdivisions of France,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_subdivisions_of_France,5,0
SVG flags of France - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_France_-_aspect_ratio_of_3:2,0,15
SVG flag maps of France,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_France,0,14
SVG proposed flags of France,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_France,0,10
SVG flags of France - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_France_-_square_flags,0,42
SVG flags of Georgia - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Georgia_-_square_flags,0,5
SVG flags of Germany - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Germany_-_aspect_ratio_of_3:2,0,17
SVG flags of districts in Germany,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_districts_in_Germany,0,110
SVG flag maps of Germany,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Germany,0,41
SVG proposed flags of Germany,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Germany,0,13
SVG flags of states of Germany,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_states_of_Germany,0,42
SVG flags of Greece - aspect ratio of 12:7,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Greece_-_aspect_ratio_of_12:7,0,2
SVG flag maps of Greece,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Greece,0,10
SVG flags of Greece - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Greece_-_square_flags,0,28
SVG flags of Greek Macedonia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Greek_Macedonia,0,2
SVG flags of Guyana - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Guyana_-_square_flags,0,2
Flags of Hungarians,https://commons.wikimedia.org/wiki/Category:Flags_of_Hungarians,0,11
SVG flag maps of Hungary,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Hungary,0,50
SVG proposed flags of Hungary,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Hungary,0,6
SVG flags of Hungary - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Hungary_-_square_flags,1,44
Yacht club flags of Hungary,https://commons.wikimedia.org/wiki/Category:Yacht_club_flags_of_Hungary,3,0
SVG flag maps of Iceland,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Iceland,0,6
Fictional SVG flags of India,https://commons.wikimedia.org/wiki/Category:Fictional_SVG_flags_of_India,0,12
SVG proposed flags of India,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_India,0,13
SVG flags of subdivisions of India,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_subdivisions_of_India,0,64
SVG flags of provinces of Indonesia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Indonesia,0,21
SVG flags of Iran - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Iran_-_square_flags,0,11
SVG flag maps of the Republic of Ireland,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_the_Republic_of_Ireland,0,8
SVG flags of Italy - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Italy_-_aspect_ratio_of_3:2,0,68
SVG flags of regions of Italy,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_regions_of_Italy,2,21
SVG flags of Italy - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Italy_-_square_flags,0,24
SVG flags of Japan - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Japan_-_aspect_ratio_of_3:2,1,10
SVG flags of Japan - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Japan_-_square_flags,0,2
SVG historical flags of Korea,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_of_Korea,0,37
SVG flags of North Korea,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_North_Korea,4,25
SVG proposed flags of Korea,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_Korea,1,0
SVG flags of South Korea,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_South_Korea,3,47
Royal Standards of Kuwait,https://commons.wikimedia.org/wiki/Category:Royal_Standards_of_Kuwait,0,3
SVG flags of cities of Latvia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Latvia,1,26
SVG flags of parishes of Latvia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_parishes_of_Latvia,0,1
SVG flags of Livonia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Livonia,0,2
SVG flags of counties of Liberia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Liberia,1,15
SVG flags of Lithuania - aspect ratio of 3:2,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Lithuania_-_aspect_ratio_of_3:2,0,1
SVG flags of cities of Lithuania,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_cities_of_Lithuania,0,12
SVG Heart-flags of Eurovision (Malaysia),https://commons.wikimedia.org/wiki/Category:SVG_Heart-flags_of_Eurovision_(Malaysia),0,16
SVG flags of local councils of Malta,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_local_councils_of_Malta,0,83
SVG flags of states of Mexico,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_states_of_Mexico,0,36
SVG flag maps of Moldova,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Moldova,0,12
SVG flags of Moldavia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Moldavia,1,6
SVG flags of provinces of Mongolia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Mongolia,0,20
SVG flag maps of Montenegro,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Montenegro,0,6
SVG flags of Montenegro - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Montenegro_-_square_flags,1,4
SVG flag maps of the Netherlands,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_the_Netherlands,0,8
SVG flags of provinces of the Netherlands,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_the_Netherlands,1,20
SVG flags of the Netherlands - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_Netherlands_-_square_flags,0,4
SVG Heart-flags of Eurovision (Netherlands),https://commons.wikimedia.org/wiki/Category:SVG_Heart-flags_of_Eurovision_(Netherlands),0,19
Nuvola New Zealand flags,https://commons.wikimedia.org/wiki/Category:Nuvola_New_Zealand_flags,1,1
SVG proposed flags of New Zealand,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_New_Zealand,0,56
SVG flag maps of North Macedonia,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_North_Macedonia,0,25
SVG proposed flags of North Macedonia,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags_of_North_Macedonia,0,11
SVG flags of counties of Norway,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_counties_of_Norway,0,20
SVG flag maps of Norway,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Norway,0,10
SVG flags of Norway - square flags,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Norway_-_square_flags,0,3
SVG flags of districts of Panama,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_districts_of_Panama,0,9
SVG flag maps of Panama,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_Panama,0,4
SVG flags of provinces of Panama,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Panama,0,17
SVG flags of departments of Paraguay,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_departments_of_Paraguay,0,13
SVG flags of provinces of Peru,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_provinces_of_Peru,0,7
SVG flags of regions of Peru,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_regions_of_Peru,0,9
