category,category_url,subcats,files
SVG flags of Turkmenistan,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Turkmenistan,6,5
SVG flags of Turks and Caicos Islands,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Turks_and_Caicos_Islands,1,0
SVG flags of Tuvalu,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Tuvalu,1,9
SVG flags of Uganda,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Uganda,2,11
SVG flags of Ukraine,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Ukraine,10,51
SVG flags of the United Arab Emirates,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Arab_Emirates,3,13
SVG flags of the United Kingdom,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_Kingdom,23,71
SVG flags of the United States,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_United_States,15,4
SVG rectangular flags,https://commons.wikimedia.org/wiki/Category:SVG_rectangular_flags,2,0
SVG square flags,https://commons.wikimedia.org/wiki/Category:SVG_square_flags,46,190
SVG triangular flags,https://commons.wikimedia.org/wiki/Category:SVG_triangular_flags,0,21
Invalid SVG created with CorelDRAW:Flags,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_created_with_CorelDRAW:Flags,0,12
Invalid SVG created with Adobe Illustrator:Flags,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_created_with_Adobe_Illustrator:Flags,1,157
Invalid SVG created with Inkscape:Flags,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_created_with_Inkscape:Flags,2,152
Invalid SVG created with Other tools:Flags,https://commons.wikimedia.org/wiki/Category:Invalid_SVG_created_with_Other_tools:Flags,1,12
Valid SVG created with CorelDRAW:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_CorelDRAW:Flags,0,52
Valid SVG created with Inkscape-extract:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape-extract:Flags,0,0
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape:Flags,4,1087
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Flags&filefrom=Coat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg%0ACoat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg#mw-category-media,4,1087
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Flags&filefrom=Coat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg%0ACoat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg#mw-category-media,4,1087
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Flags&filefrom=Coat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg%0ACoat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg#mw-category-media,4,1087
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Flags&filefrom=Coat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg%0ACoat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg#mw-category-media,4,1087
Valid SVG created with Inkscape:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Inkscape:Flags&filefrom=Coat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg%0ACoat+of+Arms+of+SFR+Yugoslavia+-+1943-1963.svg#mw-category-media,4,1087
Valid SVG created with Other tools:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Other_tools:Flags,1,289
Valid SVG created with Other tools:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Other_tools:Flags&filefrom=Flag+of+the+United+States+and+Italy.svg%0AFlag+of+the+United+States+and+Italy.svg#mw-category-media,1,289
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Text_Editor:Flags,6,1147
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Text_Editor:Flags&filefrom=Dodewaard+vlag.svg#mw-category-media,6,1147
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Text_Editor:Flags&filefrom=Dodewaard+vlag.svg#mw-category-media,6,1147
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Text_Editor:Flags&filefrom=Dodewaard+vlag.svg#mw-category-media,6,1147
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Text_Editor:Flags&filefrom=Dodewaard+vlag.svg#mw-category-media,6,1147
Valid SVG created with Text Editor:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Text_Editor:Flags&filefrom=Dodewaard+vlag.svg#mw-category-media,6,1147
Valid SVG created with Adobe Illustrator:Flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Adobe_Illustrator:Flags,2,209
Valid SVG created with Adobe Illustrator:Flags,https://commons.wikimedia.org/w/index.php?title=Category:Valid_SVG_created_with_Adobe_Illustrator:Flags&filefrom=VD+Oriflamme.svg%0AVD+Oriflamme.svg#mw-category-media,2,209
Created with Inkscape-hand-addition-bandera,https://commons.wikimedia.org/wiki/Category:Created_with_Inkscape-hand-addition-bandera,0,0
Created with Inkscape-hand-replaced-Flags,https://commons.wikimedia.org/wiki/Category:Created_with_Inkscape-hand-replaced-Flags,0,0
Created with Inkscape-hand-replaced-Jap-flag,https://commons.wikimedia.org/wiki/Category:Created_with_Inkscape-hand-replaced-Jap-flag,0,0
Valid SVG created with Inkscape-hand:Japanese flags,https://commons.wikimedia.org/wiki/Category:Valid_SVG_created_with_Inkscape-hand:Japanese_flags,0,164
SVG flags from the CIA World Factbook by country,https://commons.wikimedia.org/wiki/Category:SVG_flags_from_the_CIA_World_Factbook_by_country,2,0
SVG flags of Antarctica,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Antarctica,0,16
SVG flags of Overseas France,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Overseas_France,3,0
SVG flags of Greenland,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Greenland,1,13
SVG flags of the British Crown Dependencies,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_British_Crown_Dependencies,3,0
SVG flags of the British overseas territories,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_British_overseas_territories,5,52
SVG flags of territories of the United States,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_territories_of_the_United_States,5,9
SVG flags of ethnic groups of Albania,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Albania,0,1
SVG flags of ethnic groups of Belarus,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Belarus,0,1
SVG flags of ethnic groups of Bosnia and Herzegovina,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Bosnia_and_Herzegovina,0,3
SVG flags of ethnic groups of Bulgaria,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Bulgaria,0,3
SVG flags of ethnic groups of Burundi,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Burundi,0,1
SVG flags of ethnic groups of Canada,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Canada,1,14
SVG flags of ethnic groups of Argentina,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Argentina,0,23
SVG flags of ethnic groups of Chile,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Chile,0,12
SVG flags of ethnic groups of the Democratic Republic of the Congo,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_the_Democratic_Republic_of_the_Congo,0,1
SVG flags of ethnic groups of Germany,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Germany,0,1
SVG flags of ethnic groups of Hungary,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Hungary,0,2
SVG flags of ethnic groups of Romania,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Romania,0,1
SVG flags of ethnic groups of Russia,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Russia,0,38
SVG flags of ethnic groups of Mexico,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_Mexico,0,2
SVG Jewish flags,https://commons.wikimedia.org/wiki/Category:SVG_Jewish_flags,0,39
SVG flags of ethnic groups of the United States,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_ethnic_groups_of_the_United_States,1,15
SVG flags of Yugoslav minorities,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Yugoslav_minorities,0,7
SVG flag maps by country,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_by_country,56,0
SVG flag maps by region,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_by_region,7,0
SVG maps incorporating flags - Historical,https://commons.wikimedia.org/wiki/Category:SVG_maps_incorporating_flags_-_Historical,7,162
SVG maps incorporating flags - Irredentist,https://commons.wikimedia.org/wiki/Category:SVG_maps_incorporating_flags_-_Irredentist,0,50
SVG flag maps of LGBT,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_LGBT,0,230
SVG flag maps of LGBT,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flag_maps_of_LGBT&filefrom=LGBT+flag+map+of+the+Democratic+Republic+of+the+Congo.svg#mw-category-media,0,230
SVG maps incorporating flags - Separatist,https://commons.wikimedia.org/wiki/Category:SVG_maps_incorporating_flags_-_Separatist,0,25
SVG flag maps of the World,https://commons.wikimedia.org/wiki/Category:SVG_flag_maps_of_the_World,0,14
SVG historical flags - vertical display,https://commons.wikimedia.org/wiki/Category:SVG_historical_flags_-_vertical_display,0,26
SVG diagonal divided hybrid flags,https://commons.wikimedia.org/wiki/Category:SVG_diagonal_divided_hybrid_flags,4,71
SVG hybrids with the flag of Germany,https://commons.wikimedia.org/wiki/Category:SVG_hybrids_with_the_flag_of_Germany,0,42
SVG LGBT and regional/national hybrid flags,https://commons.wikimedia.org/wiki/Category:SVG_LGBT_and_regional/national_hybrid_flags,0,105
International Code of Signals (Series 2),https://commons.wikimedia.org/wiki/Category:International_Code_of_Signals_(Series_2),0,36
International Code of Signals (Series 5),https://commons.wikimedia.org/wiki/Category:International_Code_of_Signals_(Series_5),0,71
SVG flags - international,https://commons.wikimedia.org/wiki/Category:SVG_flags_-_international,0,0
SVG linguistic flags of Canada,https://commons.wikimedia.org/wiki/Category:SVG_linguistic_flags_of_Canada,0,19
SVG Lesbianism flags,https://commons.wikimedia.org/wiki/Category:SVG_Lesbianism_flags,0,10
SVG air force ensigns,https://commons.wikimedia.org/wiki/Category:SVG_air_force_ensigns,1,0
SVG naval flags,https://commons.wikimedia.org/wiki/Category:SVG_naval_flags,1,0
SVG flags - military,https://commons.wikimedia.org/wiki/Category:SVG_flags_-_military,0,0
SVG flags of political parties,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_political_parties,2,342
SVG flags of political parties,https://commons.wikimedia.org/w/index.php?title=Category:SVG_flags_of_political_parties&filefrom=Flag+of+the+KSC.svg#mw-category-media,2,342
Free Speech Flag,https://commons.wikimedia.org/wiki/Category:Free_Speech_Flag,0,7
SVG presidential flags,https://commons.wikimedia.org/wiki/Category:SVG_presidential_flags,1,86
SVG anarchist flags,https://commons.wikimedia.org/wiki/Category:SVG_anarchist_flags,3,71
SVG Buddhist flags,https://commons.wikimedia.org/wiki/Category:SVG_Buddhist_flags,0,33
SVG Islamic flags,https://commons.wikimedia.org/wiki/Category:SVG_Islamic_flags,0,103
SVG flags of Vatican City,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_Vatican_City,3,10
SVG simplified flags-signals,https://commons.wikimedia.org/wiki/Category:SVG_simplified_flags-signals,0,8
SVG signal flags (rectangle set),https://commons.wikimedia.org/wiki/Category:SVG_signal_flags_(rectangle_set),0,26
SVG signal flags (square set),https://commons.wikimedia.org/wiki/Category:SVG_signal_flags_(square_set),0,26
SVG simplified flags-single color,https://commons.wikimedia.org/wiki/Category:SVG_simplified_flags-single_color,0,26
SVG simplified flags-stripes only,https://commons.wikimedia.org/wiki/Category:SVG_simplified_flags-stripes_only,0,221
SVG simplified flags-stripes only,https://commons.wikimedia.org/w/index.php?title=Category:SVG_simplified_flags-stripes_only&filefrom=%E2%99%A6%0AICS+Eight.svg#mw-category-media,0,221
SVG simplified flags-waves,https://commons.wikimedia.org/wiki/Category:SVG_simplified_flags-waves,0,27
SVG simplified flags●Zero,https://commons.wikimedia.org/wiki/Category:SVG_simplified_flags%E2%97%8FZero,0,90
SVG black and white sovereign state flags,https://commons.wikimedia.org/wiki/Category:SVG_black_and_white_sovereign_state_flags,1,18
SVG sovereign state flags - vertical display,https://commons.wikimedia.org/wiki/Category:SVG_sovereign_state_flags_-_vertical_display,0,87
SVG flags of fictional countries,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_fictional_countries,0,92
Flags of the province of Alicante,https://commons.wikimedia.org/wiki/Category:Flags_of_the_province_of_Alicante,1,3
SVG proposed flags,https://commons.wikimedia.org/wiki/Category:SVG_proposed_flags,18,166
SVG sports flag icons,https://commons.wikimedia.org/wiki/Category:SVG_sports_flag_icons,6,257
SVG sports flag icons,https://commons.wikimedia.org/w/index.php?title=Category:SVG_sports_flag_icons&filefrom=600px+vertical+Red+HEX-339966+HEX-006699.svg#mw-category-media,6,257
SVG sports flags of the Third Reich,https://commons.wikimedia.org/wiki/Category:SVG_sports_flags_of_the_Third_Reich,0,15
SVG flags of the nations at the Olympics by NOC recognition - 1894,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1894,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1895,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1895,0,4
SVG flags of the nations at the Olympics by NOC recognition - 1899,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1899,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1900,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1900,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1904,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1904,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1905,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1905,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1906,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1906,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1907,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1907,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1908,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1908,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1909,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1909,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1910,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1910,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1911,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1911,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1912,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1912,0,6
SVG flags of the nations at the Olympics by NOC recognition - 1913,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1913,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1914,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1914,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1915,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1915,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1919,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1919,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1920,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1920,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1922,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1922,0,2
SVG flags of the nations at the Olympics by NOC recognition - 1923,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1923,0,4
SVG flags of the nations at the Olympics by NOC recognition - 1924,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1924,0,4
SVG flags of the nations at the Olympics by NOC recognition - 1927,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1927,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1928,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1928,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1929,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1929,0,1
SVG flags of the nations at the Olympics by NOC recognition - 1934,https://commons.wikimedia.org/wiki/Category:SVG_flags_of_the_nations_at_the_Olympics_by_NOC_recognition_-_1934,0,1
